"coin","ym","daily_vol","annualized_vol","monthly_vol"
"Zcash","201709",9.46,179.491,51.815
"Zcash","201710",3.673,69.69,20.118
"Zcash","201711",6.239,118.377,34.172
"Zcash","201712",9.584,181.844,52.494
"Zcash","201801",9.711,184.253,53.189
"Zcash","201802",8.602,163.211,47.115
"Zcash","201803",5.166,98.018,28.295
"Zcash","201804",6.341,120.312,34.731
"Zcash","201805",7.413,140.652,40.603
"Zcash","201806",4.785,90.789,26.209
"Zcash","201807",5.229,99.213,28.64
"Zcash","201808",5.464,103.672,29.928
"Zcash","201809",4.572,86.748,25.042
"Zcash","201810",3.145,59.672,17.226
"Zcash","201811",6.582,124.885,36.051
"Bitcoin Gold","201710",26.562,503.979,145.486
"Bitcoin Gold","201711",27.532,522.383,150.799
"Bitcoin Gold","201712",9.958,188.94,54.542
"Bitcoin Gold","201801",12.753,241.971,69.851
"Bitcoin Gold","201802",14.45,274.169,79.146
"Bitcoin Gold","201803",5.363,101.756,29.374
"Bitcoin Gold","201804",7.639,144.94,41.841
"Bitcoin Gold","201805",5.275,100.086,28.892
"Bitcoin Gold","201806",5.759,109.269,31.543
"Bitcoin Gold","201807",5.763,109.345,31.565
"Bitcoin Gold","201808",5.475,103.881,29.988
"Bitcoin Gold","201809",4.163,78.987,22.802
"Bitcoin Gold","201810",3.377,64.074,18.497
"Bitcoin Gold","201811",5.814,110.313,31.845
"Tezos","201710",5.379,102.059,29.462
"Tezos","201711",8.405,159.474,46.036
"Tezos","201712",18.409,349.286,100.83
"Tezos","201801",10.909,206.984,59.751
"Tezos","201802",10.891,206.642,59.652
"Tezos","201803",7.423,140.842,40.657
"Tezos","201804",6.778,128.604,37.125
"Tezos","201805",6.413,121.678,35.125
"Tezos","201806",7.144,135.548,39.129
"Tezos","201807",11.821,224.288,64.746
"Tezos","201808",4.952,93.958,27.123
"Tezos","201809",6.389,121.223,34.994
"Tezos","201810",3.939,74.737,21.575
"Tezos","201811",5.649,107.182,30.941
"Maker","201701",4.075,77.318,22.32
"Maker","201708",6.379,121.033,34.939
"Maker","201709",6.597,125.169,36.133
"Maker","201711",10.077,191.198,55.194
"Maker","201712",13.355,253.393,73.148
"Maker","201801",13.594,257.928,74.457
"Maker","201802",7.714,146.363,42.251
"Maker","201803",4.015,76.179,21.991
"Maker","201804",5.674,107.657,31.078
"Maker","201805",4.866,92.326,26.652
"Maker","201806",4.197,79.632,22.988
"Maker","201807",3.584,68.002,19.63
"Maker","201808",4.132,78.399,22.632
"Maker","201809",6.918,131.26,37.891
"Maker","201810",5.707,108.283,31.259
"Maker","201811",8.064,153.004,44.168
"VeChain","201808",14.148,268.439,77.492
"VeChain","201809",4.916,93.275,26.926
"VeChain","201810",3.615,68.59,19.8
"VeChain","201811",7.248,137.521,39.699
"Dogecoin","201312",60.551,1148.874,331.651
"Dogecoin","201401",23.262,441.365,127.411
"Dogecoin","201402",10.485,198.939,57.429
"Dogecoin","201403",8.941,169.644,48.972
"Dogecoin","201404",11.59,219.905,63.481
"Dogecoin","201405",3.36,63.752,18.403
"Dogecoin","201406",4.651,88.247,25.475
"Dogecoin","201407",5.894,111.831,32.283
"Dogecoin","201408",8.676,164.616,47.52
"Dogecoin","201409",11.768,223.282,64.456
"Dogecoin","201410",4.751,90.144,26.022
"Dogecoin","201411",4.479,84.983,24.532
"Dogecoin","201412",3.501,66.427,19.176
"Dogecoin","201501",6.693,126.991,36.659
"Dogecoin","201502",2.558,48.535,14.011
"Dogecoin","201503",2.557,48.516,14.005
"Dogecoin","201504",2.742,52.026,15.019
"Dogecoin","201505",6.354,120.559,34.802
"Dogecoin","201506",5.947,112.836,32.573
"Dogecoin","201507",3.461,65.668,18.957
"Dogecoin","201508",3.495,66.313,19.143
"Dogecoin","201509",1.821,34.551,9.974
"Dogecoin","201510",3.495,66.313,19.143
"Dogecoin","201511",3.289,62.404,18.015
"Dogecoin","201512",3.725,70.677,20.403
"Dogecoin","201601",15.702,297.925,86.003
"Dogecoin","201602",3.361,63.77,18.409
"Dogecoin","201603",4.746,90.049,25.995
"Dogecoin","201604",2.126,40.338,11.645
"Dogecoin","201605",1.61,30.548,8.818
"Dogecoin","201606",4.725,89.651,25.88
"Dogecoin","201607",2.339,44.379,12.811
"Dogecoin","201608",4.501,85.4,24.653
"Dogecoin","201609",2.343,44.455,12.833
"Dogecoin","201610",1.553,29.466,8.506
"Dogecoin","201611",2.093,39.712,11.464
"Dogecoin","201612",1.786,33.887,9.782
"Dogecoin","201701",2.626,49.825,14.383
"Dogecoin","201702",2.28,43.26,12.488
"Dogecoin","201703",5.319,100.921,29.133
"Dogecoin","201704",10.282,195.087,56.317
"Dogecoin","201705",16.496,312.99,90.352
"Dogecoin","201706",6.638,125.947,36.358
"Dogecoin","201707",8.769,166.38,48.03
"Dogecoin","201708",4.267,80.961,23.371
"Dogecoin","201709",12.083,229.259,66.181
"Dogecoin","201710",4.287,81.34,23.481
"Dogecoin","201711",9.727,184.557,53.277
"Dogecoin","201712",13.56,257.283,74.271
"Dogecoin","201801",11.814,224.155,64.708
"Dogecoin","201802",9.656,183.21,52.888
"Dogecoin","201803",5.325,101.035,29.166
"Dogecoin","201804",6.345,120.388,34.753
"Dogecoin","201805",4.84,91.833,26.51
"Dogecoin","201806",4.2,79.689,23.004
"Dogecoin","201807",6.603,125.283,36.166
"Dogecoin","201808",10.575,200.647,57.922
"Dogecoin","201809",6.343,120.35,34.742
"Dogecoin","201810",3.717,70.525,20.359
"Dogecoin","201811",4.373,82.972,23.952
"Ontology","201803",13.721,260.338,75.153
"Ontology","201804",12.15,230.53,66.548
"Ontology","201805",7.498,142.265,41.068
"Ontology","201806",7.413,140.652,40.603
"Ontology","201807",4.773,90.561,26.143
"Ontology","201808",14.775,280.336,80.926
"Ontology","201809",6.902,130.956,37.804
"Ontology","201810",3.63,68.874,19.882
"Ontology","201811",5.762,109.326,31.56
"0x","201708",20.313,385.412,111.259
"0x","201709",11.056,209.773,60.556
"0x","201710",4.984,94.565,27.298
"0x","201711",7.028,133.347,38.494
"0x","201712",11.139,211.348,61.011
"0x","201801",13.067,247.929,71.571
"0x","201802",12.388,235.046,67.852
"0x","201803",7.341,139.286,40.208
"0x","201804",8.431,159.967,46.178
"0x","201805",9.032,171.37,49.47
"0x","201806",7.83,148.564,42.887
"0x","201807",8.417,159.701,46.102
"0x","201808",6.57,124.657,35.985
"0x","201809",6.262,118.813,34.298
"0x","201810",5.234,99.308,28.668
"0x","201811",7.001,132.835,38.346
"OmiseGO","201707",25.478,483.411,139.549
"OmiseGO","201708",19.155,363.441,104.916
"OmiseGO","201709",10.806,205.029,59.187
"OmiseGO","201710",5.166,98.018,28.295
"OmiseGO","201711",7.932,150.499,43.445
"OmiseGO","201712",9.94,188.598,54.444
"OmiseGO","201801",9.084,172.357,49.755
"OmiseGO","201802",9.913,188.086,54.296
"OmiseGO","201803",6.119,116.1,33.515
"OmiseGO","201804",8.044,152.624,44.059
"OmiseGO","201805",4.601,87.298,25.201
"OmiseGO","201806",4.934,93.616,27.025
"OmiseGO","201807",4.288,81.359,23.486
"OmiseGO","201808",6.793,128.888,37.207
"OmiseGO","201809",6.296,119.458,34.485
"OmiseGO","201810",3.391,64.34,18.573
"OmiseGO","201811",6.925,131.393,37.93
"Basic Attention Token","201706",16.428,311.699,89.98
"Basic Attention Token","201707",11.275,213.928,61.756
"Basic Attention Token","201708",8.995,170.668,49.268
"Basic Attention Token","201709",10.301,195.448,56.421
"Basic Attention Token","201710",5.658,107.353,30.99
"Basic Attention Token","201711",8.682,164.729,47.553
"Basic Attention Token","201712",10.702,203.056,58.617
"Basic Attention Token","201801",12.812,243.091,70.174
"Basic Attention Token","201802",9.803,185.999,53.693
"Basic Attention Token","201803",5.898,111.907,32.305
"Basic Attention Token","201804",7.597,144.143,41.61
"Basic Attention Token","201805",5.51,104.545,30.18
"Basic Attention Token","201806",8.272,156.95,45.308
"Basic Attention Token","201807",7.199,136.591,39.431
"Basic Attention Token","201808",7.23,137.18,39.6
"Basic Attention Token","201809",6.307,119.667,34.545
"Basic Attention Token","201810",5.813,110.294,31.839
"Basic Attention Token","201811",8.481,160.916,46.452
"TrueUSD","201803",0.983,18.651,5.384
"TrueUSD","201804",0.82,15.558,4.491
"TrueUSD","201805",2.196,41.666,12.028
"TrueUSD","201806",0.546,10.36,2.991
"TrueUSD","201807",0.865,16.412,4.738
"TrueUSD","201808",0.453,8.595,2.481
"TrueUSD","201809",0.7,13.282,3.834
"TrueUSD","201810",0.632,11.991,3.462
"TrueUSD","201811",0.765,14.515,4.19
"Qtum","201705",10.99,208.521,60.195
"Qtum","201706",16.801,318.777,92.023
"Qtum","201707",11.795,223.794,64.604
"Qtum","201708",10.294,195.315,56.383
"Qtum","201709",13.1,248.555,71.752
"Qtum","201710",4.413,83.731,24.171
"Qtum","201711",5.307,100.693,29.068
"Qtum","201712",18.342,348.015,100.463
"Qtum","201801",15.517,294.414,84.99
"Qtum","201802",10.045,190.59,55.019
"Qtum","201803",10.701,203.037,58.612
"Qtum","201804",6.796,128.945,37.223
"Qtum","201805",4.842,91.87,26.521
"Qtum","201806",4.753,90.182,26.033
"Qtum","201807",3.803,72.157,20.83
"Qtum","201808",5.874,111.451,32.173
"Qtum","201809",6.009,114.013,32.913
"Qtum","201810",4.133,78.418,22.637
"Qtum","201811",5.47,103.786,29.96
"USD Coin","201810",0.509,9.658,2.788
"USD Coin","201811",0.853,16.185,4.672
"Decred","201602",12.605,239.163,69.04
"Decred","201603",6.495,123.234,35.575
"Decred","201604",6.179,117.238,33.844
"Decred","201605",10.818,205.257,59.253
"Decred","201606",7.652,145.186,41.912
"Decred","201607",4.863,92.269,26.636
"Decred","201608",3.582,67.964,19.619
"Decred","201609",3.302,62.651,18.086
"Decred","201610",4.308,81.739,23.596
"Decred","201611",5.13,97.335,28.098
"Decred","201612",4.992,94.717,27.342
"Decred","201701",17.441,330.92,95.528
"Decred","201702",9.92,188.219,54.334
"Decred","201703",18.375,348.641,100.644
"Decred","201704",7.928,150.423,43.423
"Decred","201705",10.174,193.038,55.725
"Decred","201706",11.526,218.69,63.131
"Decred","201707",12.579,238.67,68.898
"Decred","201708",9.075,172.186,49.706
"Decred","201709",8.617,163.496,47.197
"Decred","201710",7.73,146.666,42.339
"Decred","201711",8.181,155.224,44.809
"Decred","201712",8.919,169.226,48.851
"Decred","201801",8.764,166.285,48.002
"Decred","201802",9.671,183.494,52.97
"Decred","201803",5.523,104.792,30.251
"Decred","201804",6.297,119.477,34.49
"Decred","201805",5.053,95.874,27.676
"Decred","201806",6.676,126.668,36.566
"Decred","201807",4.322,82.004,23.673
"Decred","201808",5.209,98.834,28.531
"Decred","201809",3.913,74.244,21.432
"Decred","201810",7.692,145.945,42.131
"Decred","201811",6.532,123.936,35.777
"Lisk","201604",42.798,812.035,234.414
"Lisk","201605",52.272,991.791,286.306
"Lisk","201606",8.45,160.327,46.283
"Lisk","201607",3.891,73.827,21.312
"Lisk","201608",7.344,139.343,40.225
"Lisk","201609",2.867,54.398,15.703
"Lisk","201610",4.996,94.792,27.364
"Lisk","201611",4.638,88,25.403
"Lisk","201612",4.612,87.507,25.261
"Lisk","201701",4.657,88.36,25.507
"Lisk","201702",3.387,64.264,18.551
"Lisk","201703",9.584,181.844,52.494
"Lisk","201704",6.672,126.592,36.544
"Lisk","201705",13.576,257.586,74.359
"Lisk","201706",11.546,219.07,63.24
"Lisk","201707",10.64,201.88,58.278
"Lisk","201708",12.666,240.32,69.375
"Lisk","201709",11.104,210.684,60.819
"Lisk","201710",5.11,96.955,27.989
"Lisk","201711",8.558,162.377,46.874
"Lisk","201712",11.888,225.559,65.113
"Lisk","201801",10.127,192.146,55.468
"Lisk","201802",11.33,214.972,62.057
"Lisk","201803",6.267,118.908,34.326
"Lisk","201804",8.419,159.739,46.113
"Lisk","201805",5.072,96.234,27.78
"Lisk","201806",5.835,110.711,31.96
"Lisk","201807",4.176,79.234,22.873
"Lisk","201808",7.54,143.061,41.298
"Lisk","201809",4.411,83.693,24.16
"Lisk","201810",3.099,58.799,16.974
"Lisk","201811",6.559,124.448,35.925
"Paxos Standard Token","201809",0.143,2.713,0.783
"Paxos Standard Token","201810",0.445,8.443,2.437
"Paxos Standard Token","201811",0.682,12.94,3.735
"Bitcoin Diamond","201711",21.379,405.638,117.098
"Bitcoin Diamond","201712",16.601,314.982,90.927
"Bitcoin Diamond","201801",21.044,399.282,115.263
"Bitcoin Diamond","201802",69.846,1325.235,382.562
"Bitcoin Diamond","201803",9.044,171.598,49.536
"Bitcoin Diamond","201804",10.789,204.707,59.094
"Bitcoin Diamond","201805",6.533,123.955,35.783
"Bitcoin Diamond","201806",5.457,103.539,29.889
"Bitcoin Diamond","201807",22.737,431.404,124.536
"Bitcoin Diamond","201808",9.536,180.933,52.231
"Bitcoin Diamond","201809",23.148,439.202,126.787
"Bitcoin Diamond","201810",4.63,87.848,25.36
"Bitcoin Diamond","201811",6.468,122.722,35.427
"Bytecoin","201406",12.995,246.563,71.177
"Bytecoin","201407",17.323,328.681,94.882
"Bytecoin","201408",15.781,299.423,86.436
"Bytecoin","201409",7.179,136.212,39.321
"Bytecoin","201410",6.058,114.942,33.181
"Bytecoin","201411",7.233,137.237,39.617
"Bytecoin","201412",8.376,158.923,45.877
"Bytecoin","201501",13.079,248.157,71.637
"Bytecoin","201502",9.349,177.385,51.207
"Bytecoin","201503",8.602,163.211,47.115
"Bytecoin","201504",12.159,230.701,66.598
"Bytecoin","201505",10.702,203.056,58.617
"Bytecoin","201506",5.664,107.467,31.023
"Bytecoin","201507",7.086,134.447,38.812
"Bytecoin","201508",5.586,105.987,30.596
"Bytecoin","201509",6.621,125.625,36.265
"Bytecoin","201510",3.456,65.573,18.929
"Bytecoin","201511",6.685,126.839,36.615
"Bytecoin","201512",6.638,125.947,36.358
"Bytecoin","201601",6.421,121.83,35.169
"Bytecoin","201602",6.571,124.676,35.991
"Bytecoin","201603",13.733,260.565,75.219
"Bytecoin","201604",9.28,176.076,50.829
"Bytecoin","201605",8.474,160.783,46.414
"Bytecoin","201606",11.262,213.681,61.685
"Bytecoin","201607",10.931,207.401,59.872
"Bytecoin","201608",8.217,155.907,45.006
"Bytecoin","201609",5.724,108.605,31.352
"Bytecoin","201610",5.614,106.518,30.749
"Bytecoin","201611",10.277,194.992,56.289
"Bytecoin","201612",10.411,197.535,57.023
"Bytecoin","201701",6.277,119.098,34.381
"Bytecoin","201702",5.79,109.858,31.713
"Bytecoin","201703",72.657,1378.57,397.959
"Bytecoin","201704",12.742,241.762,69.791
"Bytecoin","201705",37.088,703.695,203.139
"Bytecoin","201706",20.394,386.949,111.703
"Bytecoin","201707",15.2,288.4,83.254
"Bytecoin","201708",10.49,199.034,57.456
"Bytecoin","201709",9.196,174.482,50.369
"Bytecoin","201710",4.084,77.488,22.369
"Bytecoin","201711",7.569,143.612,41.457
"Bytecoin","201712",11.342,215.199,62.123
"Bytecoin","201801",21.841,414.404,119.628
"Bytecoin","201802",10.043,190.553,55.008
"Bytecoin","201803",5.641,107.03,30.897
"Bytecoin","201804",8.894,168.752,48.714
"Bytecoin","201805",65.564,1243.989,359.109
"Bytecoin","201806",7.232,137.218,39.611
"Bytecoin","201807",6.701,127.143,36.703
"Bytecoin","201808",7.548,143.213,41.342
"Bytecoin","201809",5.195,98.568,28.454
"Bytecoin","201810",5.161,97.923,28.268
"Bytecoin","201811",4.755,90.22,26.044
"DigiByte","201402",11.483,217.875,62.895
"DigiByte","201403",18.995,360.405,104.04
"DigiByte","201404",20.73,393.324,113.543
"DigiByte","201405",11.393,216.167,62.402
"DigiByte","201406",14.344,272.158,78.565
"DigiByte","201407",6.221,118.035,34.074
"DigiByte","201408",6.241,118.415,34.183
"DigiByte","201409",11.651,221.062,63.815
"DigiByte","201410",7.765,147.331,42.531
"DigiByte","201411",11.247,213.397,61.602
"DigiByte","201412",6.221,118.035,34.074
"DigiByte","201501",13.406,254.361,73.428
"DigiByte","201502",15.582,295.648,85.346
"DigiByte","201503",7.064,134.03,38.691
"DigiByte","201504",6.653,126.232,36.44
"DigiByte","201505",3.024,57.376,16.563
"DigiByte","201506",3.675,69.728,20.129
"DigiByte","201507",5.972,113.311,32.71
"DigiByte","201508",6.914,131.184,37.87
"DigiByte","201509",9.001,170.782,49.301
"DigiByte","201510",33.319,632.184,182.496
"DigiByte","201511",7.434,141.05,40.718
"DigiByte","201512",6.03,114.411,33.028
"DigiByte","201601",11.437,217.002,62.643
"DigiByte","201602",18.17,344.752,99.521
"DigiByte","201603",17.8,337.731,97.495
"DigiByte","201604",6.486,123.063,35.525
"DigiByte","201605",4.448,84.395,24.363
"DigiByte","201606",8.11,153.876,44.42
"DigiByte","201607",4.4,83.484,24.1
"DigiByte","201608",8.764,166.285,48.002
"DigiByte","201609",3.982,75.553,21.81
"DigiByte","201610",4.817,91.396,26.384
"DigiByte","201611",2.945,55.877,16.13
"DigiByte","201612",5.622,106.67,30.793
"DigiByte","201701",7.373,139.893,40.384
"DigiByte","201702",4.093,77.659,22.418
"DigiByte","201703",7.52,142.682,41.189
"DigiByte","201704",11.098,210.57,60.786
"DigiByte","201705",43.934,833.589,240.636
"DigiByte","201706",18.015,341.811,98.672
"DigiByte","201707",13.543,256.96,74.178
"DigiByte","201708",10.932,207.42,59.877
"DigiByte","201709",10.57,200.552,57.894
"DigiByte","201710",6.049,114.772,33.132
"DigiByte","201711",8.136,154.37,44.563
"DigiByte","201712",19.511,370.195,106.866
"DigiByte","201801",11.463,217.495,62.785
"DigiByte","201802",11.234,213.15,61.531
"DigiByte","201803",6.269,118.946,34.337
"DigiByte","201804",8.091,153.516,44.316
"DigiByte","201805",6.726,127.617,36.84
"DigiByte","201806",7.283,138.185,39.891
"DigiByte","201807",6.668,126.516,36.522
"DigiByte","201808",5.987,113.595,32.792
"DigiByte","201809",5.753,109.156,31.51
"DigiByte","201810",2.986,56.655,16.355
"DigiByte","201811",6.917,131.241,37.886
"Zilliqa","201801",8.042,152.586,44.048
"Zilliqa","201802",9.608,182.299,52.625
"Zilliqa","201803",7.758,147.198,42.492
"Zilliqa","201804",10.39,197.136,56.908
"Zilliqa","201805",9.663,183.343,52.926
"Zilliqa","201806",7.024,133.271,38.472
"Zilliqa","201807",5.667,107.524,31.039
"Zilliqa","201808",11.123,211.044,60.923
"Zilliqa","201809",4.886,92.705,26.762
"Zilliqa","201810",3.861,73.257,21.148
"Zilliqa","201811",8.457,160.46,46.321
"Nano","201703",16.951,321.623,92.844
"Nano","201704",12.255,232.522,67.123
"Nano","201705",14.711,279.122,80.575
"Nano","201706",24.13,457.835,132.165
"Nano","201707",12.116,229.885,66.362
"Nano","201708",20.552,389.947,112.568
"Nano","201709",9.327,176.967,51.086
"Nano","201710",10.754,204.043,58.902
"Nano","201711",10.966,208.065,60.063
"Nano","201712",21.246,403.115,116.369
"Nano","201801",15.127,287.015,82.854
"Nano","201802",14.811,281.019,81.123
"Nano","201803",7.827,148.507,42.87
"Nano","201804",7.301,138.527,39.989
"Nano","201805",6.836,129.704,37.442
"Nano","201806",6.891,130.748,37.744
"Nano","201807",6.505,123.424,35.629
"Nano","201808",12.302,233.414,67.381
"Nano","201809",8.016,152.093,43.905
"Nano","201810",4.56,86.52,24.976
"Nano","201811",6.259,118.756,34.282
"Aeternity","201706",30.636,581.277,167.8
"Aeternity","201707",18.85,357.654,103.246
"Aeternity","201708",18.298,347.18,100.222
"Aeternity","201709",24.049,456.298,131.722
"Aeternity","201710",6.763,128.319,37.042
"Aeternity","201711",10.817,205.238,59.247
"Aeternity","201712",13.202,250.49,72.31
"Aeternity","201801",12.421,235.672,68.033
"Aeternity","201802",7.55,143.251,41.353
"Aeternity","201803",5.604,106.328,30.694
"Aeternity","201804",10.963,208.008,60.047
"Aeternity","201805",5.957,113.026,32.628
"Aeternity","201806",7.238,137.331,39.644
"Aeternity","201807",5.901,111.964,32.321
"Aeternity","201808",8.175,155.11,44.776
"Aeternity","201809",4.967,94.242,27.205
"Aeternity","201810",6.216,117.94,34.046
"Aeternity","201811",7.383,140.083,40.438
"BitShares","201407",9.698,184.007,53.118
"BitShares","201408",17.632,334.544,96.574
"BitShares","201409",6.489,123.12,35.542
"BitShares","201410",4.522,85.799,24.768
"BitShares","201411",7.474,141.809,40.937
"BitShares","201412",5.018,95.21,27.485
"BitShares","201501",6.897,130.861,37.776
"BitShares","201502",3.605,68.4,19.745
"BitShares","201503",4.419,83.845,24.204
"BitShares","201504",3.838,72.821,21.022
"BitShares","201505",7.29,138.318,39.929
"BitShares","201506",5.259,99.783,28.805
"BitShares","201507",3.534,67.053,19.357
"BitShares","201508",4.362,82.763,23.892
"BitShares","201509",11.487,217.951,62.917
"BitShares","201510",6.493,123.196,35.564
"BitShares","201511",4.053,76.9,22.199
"BitShares","201512",3.609,68.476,19.767
"BitShares","201601",4.797,91.017,26.274
"BitShares","201602",7.617,144.522,41.72
"BitShares","201603",13.789,261.628,75.525
"BitShares","201604",3.659,69.425,20.041
"BitShares","201605",2.744,52.064,15.03
"BitShares","201606",5.371,101.908,29.418
"BitShares","201607",5.4,102.458,29.577
"BitShares","201608",8.605,163.268,47.132
"BitShares","201609",3.748,71.113,20.529
"BitShares","201610",2.932,55.631,16.059
"BitShares","201611",2.351,44.607,12.877
"BitShares","201612",3.458,65.611,18.94
"BitShares","201701",4.237,80.391,23.207
"BitShares","201702",2.862,54.303,15.676
"BitShares","201703",7.213,136.857,39.507
"BitShares","201704",11.771,223.339,64.472
"BitShares","201705",16.664,316.177,91.272
"BitShares","201706",17.64,334.695,96.618
"BitShares","201707",11.921,226.185,65.294
"BitShares","201708",6.007,113.975,32.902
"BitShares","201709",13.169,249.864,72.13
"BitShares","201710",9.253,175.563,50.681
"BitShares","201711",9.502,180.288,52.045
"BitShares","201712",13.489,255.936,73.882
"BitShares","201801",11.622,220.512,63.656
"BitShares","201802",9.569,181.559,52.412
"BitShares","201803",5.599,106.234,30.667
"BitShares","201804",8.959,169.985,49.07
"BitShares","201805",5.485,104.071,30.043
"BitShares","201806",5.883,111.622,32.223
"BitShares","201807",6.198,117.599,33.948
"BitShares","201808",6.364,120.748,34.857
"BitShares","201809",4.667,88.55,25.562
"BitShares","201810",3.139,59.558,17.193
"BitShares","201811",6.176,117.181,33.827
"ICON","201710",14.097,267.472,77.212
"ICON","201711",14.73,279.482,80.68
"ICON","201712",18.6,352.91,101.876
"ICON","201801",11.608,220.246,63.58
"ICON","201802",13.574,257.549,74.348
"ICON","201803",10.694,202.904,58.573
"ICON","201804",7.55,143.251,41.353
"ICON","201805",6.198,117.599,33.948
"ICON","201806",6.487,123.082,35.531
"ICON","201807",5.585,105.968,30.59
"ICON","201808",10.681,202.658,58.502
"ICON","201809",5.928,112.476,32.469
"ICON","201810",4.493,85.249,24.609
"ICON","201811",7.671,145.547,42.016
"Aurora","201806",9.377,177.916,51.36
"Aurora","201807",11.441,217.078,62.665
"Aurora","201808",11.048,209.621,60.512
"Aurora","201809",17.811,337.94,97.555
"Aurora","201810",6.855,130.064,37.546
"Aurora","201811",4.978,94.451,27.266
"Waves","201606",19.265,365.528,105.519
"Waves","201607",8.219,155.945,45.017
"Waves","201608",5.761,109.307,31.554
"Waves","201609",4.804,91.149,26.313
"Waves","201610",4.976,94.413,27.255
"Waves","201611",7.25,137.559,39.71
"Waves","201612",5.445,103.312,29.823
"Waves","201701",4.262,80.866,23.344
"Waves","201702",5.762,109.326,31.56
"Waves","201703",8.083,153.364,44.272
"Waves","201704",5.319,100.921,29.133
"Waves","201705",11.105,210.703,60.825
"Waves","201706",9.764,185.259,53.48
"Waves","201707",12.214,231.744,66.899
"Waves","201708",7.403,140.462,40.548
"Waves","201709",8.97,170.194,49.131
"Waves","201710",4.364,82.801,23.903
"Waves","201711",8.58,162.794,46.995
"Waves","201712",9.939,188.579,54.438
"Waves","201801",7.199,136.591,39.431
"Waves","201802",9.281,176.095,50.834
"Waves","201803",5.031,95.457,27.556
"Waves","201804",6.717,127.446,36.791
"Waves","201805",5.754,109.174,31.516
"Waves","201806",6.868,130.311,37.618
"Waves","201807",3.911,74.206,21.421
"Waves","201808",5.612,106.48,30.738
"Waves","201809",6.633,125.852,36.33
"Waves","201810",3.006,57.035,16.465
"Waves","201811",6.415,121.716,35.136
"Chainlink","201709",19.574,371.391,107.211
"Chainlink","201710",9.743,184.86,53.365
"Chainlink","201711",8.644,164.008,47.345
"Chainlink","201712",12.569,238.48,68.843
"Chainlink","201801",15.983,303.256,87.542
"Chainlink","201802",10.569,200.533,57.889
"Chainlink","201803",7.428,140.936,40.685
"Chainlink","201804",6.815,129.306,37.327
"Chainlink","201805",5.489,104.146,30.064
"Chainlink","201806",8.21,155.774,44.968
"Chainlink","201807",7.612,144.428,41.693
"Chainlink","201808",6.801,129.04,37.251
"Chainlink","201809",5.034,95.513,27.572
"Chainlink","201810",5.422,102.875,29.698
"Chainlink","201811",8.272,156.95,45.308
"Verge","201410",44.731,848.711,245.002
"Verge","201411",16.988,322.325,93.047
"Verge","201412",33.807,641.443,185.169
"Verge","201501",26.029,493.866,142.567
"Verge","201502",112.614,2136.7,616.812
"Verge","201503",16.782,318.416,91.919
"Verge","201504",11.516,218.501,63.076
"Verge","201505",12.759,242.085,69.884
"Verge","201506",13.3,252.35,72.847
"Verge","201507",13.165,249.788,72.108
"Verge","201508",17.483,331.717,95.758
"Verge","201509",11.483,217.875,62.895
"Verge","201510",14.197,269.369,77.76
"Verge","201511",19.734,374.426,108.088
"Verge","201512",19.689,373.573,107.841
"Verge","201601",24.953,473.45,136.673
"Verge","201602",19.792,375.527,108.405
"Verge","201603",18.423,349.552,100.907
"Verge","201604",16.66,316.101,91.251
"Verge","201605",9.987,189.49,54.701
"Verge","201606",13.721,260.338,75.153
"Verge","201607",14.388,272.993,78.806
"Verge","201608",15.222,288.817,83.374
"Verge","201609",17.828,338.263,97.648
"Verge","201610",11.506,218.311,63.021
"Verge","201611",13.828,262.368,75.739
"Verge","201612",22.395,424.915,122.662
"Verge","201701",18.316,347.522,100.321
"Verge","201702",18.659,354.03,102.2
"Verge","201703",48.767,925.289,267.108
"Verge","201704",19.888,377.348,108.931
"Verge","201705",34.273,650.284,187.721
"Verge","201706",23.307,442.219,127.658
"Verge","201707",13.065,247.891,71.56
"Verge","201708",15.038,285.326,82.367
"Verge","201709",9.591,181.976,52.532
"Verge","201710",8.666,164.426,47.466
"Verge","201711",8.604,163.249,47.126
"Verge","201712",32.303,612.906,176.931
"Verge","201801",10.527,199.736,57.659
"Verge","201802",12.637,239.77,69.216
"Verge","201803",8.512,161.504,46.622
"Verge","201804",12.663,240.264,69.358
"Verge","201805",6.201,117.656,33.964
"Verge","201806",6.017,114.165,32.956
"Verge","201807",4.779,90.675,26.176
"Verge","201808",8.053,152.795,44.108
"Verge","201809",5.799,110.028,31.762
"Verge","201810",3.778,71.683,20.693
"Verge","201811",9.409,178.523,51.535
"Siacoin","201508",6.396,121.356,35.032
"Siacoin","201509",20.515,389.245,112.365
"Siacoin","201510",9.815,186.227,53.759
"Siacoin","201511",13.321,252.748,72.962
"Siacoin","201512",19.088,362.169,104.549
"Siacoin","201601",14.302,271.361,78.335
"Siacoin","201602",22.403,425.067,122.706
"Siacoin","201603",11.833,224.515,64.812
"Siacoin","201604",7.287,138.261,39.913
"Siacoin","201605",15.581,295.629,85.341
"Siacoin","201606",12.579,238.67,68.898
"Siacoin","201607",5.092,96.614,27.89
"Siacoin","201608",4.704,89.252,25.765
"Siacoin","201609",9.064,171.977,49.646
"Siacoin","201610",3.694,70.089,20.233
"Siacoin","201611",3.081,58.458,16.875
"Siacoin","201612",5.144,97.601,28.175
"Siacoin","201701",7.789,147.786,42.662
